address,brand,city,postcode,country,extras,latitude,longitude,opening_hours,name,phone,ref,state,website
3 Rue de la resistance,Decathlon,Thiais,94320,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",48.757856573639,2.3853814034271,"{'opening_hours': {'Mon': '10:00-20:00', 'Tue': '10:00-20:00', 'Wed': '10:00-20:00', 'Thu': '10:00-20:00', 'Fri': '10:00-20:00', 'Sat': '10:00-20:00', 'Sun': '10:00-20:00'}}",Thiais Village,+33157021120,0070046800468,,https://www.decathlon.fr/store-locator
"La Lande de Jauge , Parc de jarry II",Decathlon,CESTAS CEDEX,33610,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",44.717366,-0.733429,"{'opening_hours': {'Mon': '09:00-19:00', 'Tue': '09:00-19:00', 'Wed': '09:00-19:00', 'Thu': '09:00-19:00', 'Fri': '09:00-19:00', 'Sat': '09:00-19:00', 'Sun': ''}}",Cestas - Decathlon Solognac Caperlan,+33556210720,0070047700477,,https://www.decathlon.fr/store-locator
Parc du nouveau monde,Decathlon,BAILLEUL,59270,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",50.724428066903,2.7487244001389,"{'opening_hours': {'Mon': '09:30-19:30', 'Tue': '09:30-19:30', 'Wed': '09:30-19:30', 'Thu': '09:30-19:30', 'Fri': '09:30-19:30', 'Sat': '09:30-19:30', 'Sun': ''}}",Decathlon Bailleul,+33328503790,0070047900479,,https://www.decathlon.fr/store-locator
Rue de la Gravelle,Decathlon,SARCEAUX,61200,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",48.730314814305,-0.039209608737183,"{'opening_hours': {'Mon': '09:30-12:30, 14:00-19:00', 'Tue': '09:30-12:30, 14:00-19:00', 'Wed': '09:30-12:30, 14:00-19:00', 'Thu': '09:30-12:30, 14:00-19:00', 'Fri': '09:30-12:30, 14:00-19:00', 'Sat': '09:30-19:00', 'Sun': ''}}",Argentan-Sarceaux,+33233121440,0070048100481,,https://www.decathlon.fr/store-locator
ZAC du Parc International des 3 Frontières (Pôle Européen),Decathlon,Mont Saint Martin,54350,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",49.54468839538,5.8060787142944,"{'opening_hours': {'Mon': '09:00-19:00', 'Tue': '09:00-19:00', 'Wed': '09:00-19:00', 'Thu': '09:00-19:00', 'Fri': '09:00-19:00', 'Sat': '09:00-19:00', 'Sun': ''}}",Longwy - Mont Saint Martin,+33382448810,0070048300483,,https://www.decathlon.fr/store-locator
8 Rue Kellermann,Decathlon,SARREGUEMINES,57200,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",49.113314512526,7.0942849298859,"{'opening_hours': {'Mon': '09:00-19:00', 'Tue': '09:00-19:00', 'Wed': '09:00-19:00', 'Thu': '09:00-19:00', 'Fri': '09:00-19:00', 'Sat': '09:00-19:00', 'Sun': ''}}",Sarreguemines,+33387286420,0070048400484,,https://www.decathlon.fr/store-locator
28 Route de Blois,Decathlon,CHÂTEAUDUN,28200,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",48.058910400394,1.3357635476379,"{'opening_hours': {'Mon': '09:30-12:30, 14:00-19:00', 'Tue': '09:30-12:30, 14:00-19:00', 'Wed': '09:30-12:30, 14:00-19:00', 'Thu': '09:30-12:30, 14:00-19:00', 'Fri': '09:30-12:30, 14:00-19:00', 'Sat': '09:30-19:00', 'Sun': ''}}",Châteaudun,+33237458484,0070048600486,,https://www.decathlon.fr/store-locator
Route D'Epernay - Centre commercial Leclerc,Decathlon,FAGNIERES,51510,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",48.959268,4.31745,"{'opening_hours': {'Mon': '09:30-19:00', 'Tue': '09:30-19:00', 'Wed': '09:30-19:00', 'Thu': '09:30-19:00', 'Fri': '09:30-19:00', 'Sat': '09:30-19:00', 'Sun': ''}}",Decathlon Châlons - Fagnières,+33326440200,0070049600496,,https://www.decathlon.fr/store-locator
358 route d'Uzès,Decathlon,ALÈS,30100,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",44.113456333534,4.1024539067459,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Alès,+33466922901,0070049800498,,https://www.decathlon.fr/store-locator
31 rue de Béthune,Decathlon,LILLE,59000,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",50.63442802291519,3.063940283397666,"{'opening_hours': {'Mon': '10:00-19:30', 'Tue': '10:00-19:30', 'Wed': '10:00-19:30', 'Thu': '10:00-19:30', 'Fri': '10:00-19:30', 'Sat': '10:00-19:30', 'Sun': ''}}",Decathlon City Lille LE 31,+33320121275,0070050400504,,https://www.decathlon.fr/store-locator
25 allée du premier mai,Decathlon,CROISSY BEAUBOURG,77183,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",48.82932049999999,2.6367163,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': '10:00-19:30'}}",Croissy Beaubourg,+33160952470,0070050500505,,https://www.decathlon.fr/store-locator
1 rue du Pavé Stratégique,Decathlon,Marcq en Baroeul,59700,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",50.6854,3.0895,"{'opening_hours': {'Mon': '09:30-19:30', 'Tue': '09:30-19:30', 'Wed': '09:30-19:30', 'Thu': '09:30-19:30', 'Fri': '09:30-19:30', 'Sat': '09:30-19:30', 'Sun': ''}}",Fitness Store,+33362722700,0070051800518,,https://www.decathlon.fr/store-locator
ROUTE DE MARSEILLE - ZAC DES PORTES DE PROVENCE,Decathlon,MONTÉLIMAR,26200,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",44.52635748299064,4.744739461593661,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",MONTÉLIMAR ,+33475531990,0070052200522,,https://www.decathlon.fr/store-locator
2 Place de la défense,Decathlon,Puteaux,92800,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",48.892725,2.23983,"{'opening_hours': {'Mon': '09:30-20:00', 'Tue': '09:30-20:00', 'Wed': '09:30-20:00', 'Thu': '09:30-20:00', 'Fri': '09:30-20:00', 'Sat': '09:30-20:00', 'Sun': '09:30-20:00'}}",Paris CNIT - LA DEFENSE,+33149037520,0070053900539,,https://www.decathlon.fr/store-locator
Route des Bauges,Decathlon,Grésy-sur-Aix,73100,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",45.718899205212,5.9232903868638,"{'opening_hours': {'Mon': '09:30-19:00', 'Tue': '09:30-19:00', 'Wed': '09:30-19:00', 'Thu': '09:30-19:00', 'Fri': '09:30-19:00', 'Sat': '09:30-19:00', 'Sun': ''}}",Grésy sur Aix (Aix les Bains),+33479881990,0070054100541,,https://www.decathlon.fr/store-locator
22 Rue François-Xavier Bichat,Decathlon,DOLE,39100,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",47.111461315625,5.5093952316437,"{'opening_hours': {'Mon': '09:30-19:00', 'Tue': '09:30-19:00', 'Wed': '09:30-19:00', 'Thu': '09:30-19:00', 'Fri': '09:30-19:00', 'Sat': '09:30-19:00', 'Sun': ''}}",Dole,+33384694590,0070054600546,,https://www.decathlon.fr/store-locator
Centre commercial du Bréau,Decathlon,VARENNES SUR SEINE,77130,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",48.36295232443,2.9544894698029,"{'opening_hours': {'Mon': '09:30-19:30', 'Tue': '09:30-19:30', 'Wed': '09:30-19:30', 'Thu': '09:30-19:30', 'Fri': '09:30-19:30', 'Sat': '09:30-19:30', 'Sun': ''}}",Varennes Sur Seine,+33164695080,0070054900549,,https://www.decathlon.fr/store-locator
ZAC du Moulin Marcille.,Decathlon,Les Ponts de Cé,49130,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",47.43276023094796,-0.49901655535887546,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Angers - Les Ponts de Cé,+33241255280,0070055300553,,https://www.decathlon.fr/store-locator
ZA Les Sardines,Decathlon,BERGERAC,24100,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",44.829045587963,0.47010579364014,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Bergerac,+33553740340,0070055400554,,https://www.decathlon.fr/store-locator
PARC DES MOULINS - 79 route de Chevreux,Decathlon,SOISSONS,02200,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",49.361692089766,3.3192306296387,"{'opening_hours': {'Mon': '09:30-19:00', 'Tue': '09:30-19:00', 'Wed': '09:30-19:00', 'Thu': '09:30-19:00', 'Fri': '09:30-19:00', 'Sat': '09:30-19:00', 'Sun': ''}}",Decathlon Soissons,+33364910013,0070060300603,,https://www.decathlon.fr/store-locator
25 rue de la Désirée,Decathlon,CHATELLERAULT,86100,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",46.8359135,0.5405736999999999,"{'opening_hours': {'Mon': '09:00-19:00', 'Tue': '09:00-19:00', 'Wed': '09:00-19:00', 'Thu': '09:00-19:00', 'Fri': '09:00-19:00', 'Sat': '09:00-19:00', 'Sun': ''}}",Chatellerault,+33549903003,0070060500605,,https://www.decathlon.fr/store-locator
10 rue Jean Monnet,Decathlon,PORNIC,44210,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",47.1268931,-2.1167052,"{'opening_hours': {'Mon': '09:00-19:00', 'Tue': '09:00-19:00', 'Wed': '09:00-19:00', 'Thu': '09:00-19:00', 'Fri': '09:00-19:00', 'Sat': '09:00-19:00', 'Sun': ''}}",Decathlon Pornic,+33249118000,0070061000610,,https://www.decathlon.fr/store-locator
1 De Melaudie ZAC de la Baute,Decathlon,Le Sequestre,81990,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",43.9159597,2.1107253,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Albi,+33563362967,0070064000640,,https://www.decathlon.fr/store-locator
1 Bis Rue de bellegarde,Decathlon,SAINTES,17100,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",45.749749154152,-0.67598135714721,"{'opening_hours': {'Mon': '09:00-19:00', 'Tue': '09:00-19:00', 'Wed': '09:00-19:00', 'Thu': '09:00-19:00', 'Fri': '09:00-19:00', 'Sat': '09:00-19:00', 'Sun': ''}}",Saintes,+33546907865,0070064100641,,https://www.decathlon.fr/store-locator
4 rue du Professeur Langevin.,Decathlon,LILLE,59000,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",50.617364135841,3.0844783888855,"{'opening_hours': {'Mon': '10:00-19:30', 'Tue': '10:00-19:30', 'Wed': '10:00-19:30', 'Thu': '10:00-19:30', 'Fri': '10:00-19:30', 'Sat': '10:00-19:30', 'Sun': ''}}",BTWIN Village - Decathlon Cycle Lille,+33320198080,0070064800648,,https://www.decathlon.fr/store-locator
1522 AVENUE D'ANTIBES,Decathlon,AMILLY,45200,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",47.973216,2.732727,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Montargis - Amilly,+33238940740,0070065200652,,https://www.decathlon.fr/store-locator
"Rue du 19 Mars 1962, Centre commercial Intermarché",Decathlon,Arbent,01100,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",46.28253746478739,5.662237689007559,"{'opening_hours': {'Mon': '09:30-19:00', 'Tue': '09:30-19:00', 'Wed': '09:30-19:00', 'Thu': '09:30-19:00', 'Fri': '09:30-19:00', 'Sat': '09:30-19:00', 'Sun': ''}}",Oyonnax Arbent,+33474765645,0070065800658,,https://www.decathlon.fr/store-locator
18 Avenue Jean Burel,Decathlon,SAINT NICOLAS DE REDON,44460,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",47.645322,-2.074717,"{'opening_hours': {'Mon': '09:00-19:00', 'Tue': '09:00-19:00', 'Wed': '09:00-19:00', 'Thu': '09:00-19:00', 'Fri': '09:00-19:00', 'Sat': '09:00-19:00', 'Sun': ''}}",Decathlon Redon,+33299933432,0070066200662,,https://www.decathlon.fr/store-locator
Pôle commercial du Comtal,Decathlon,ONET LE CHATEAU,12850,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",44.395776,2.605752,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Rodez - Onet le Château,+33565584540,0070069100691,,https://www.decathlon.fr/store-locator
"Rue Danton, ZAC des Cailloux ( Rue de Verdun)",Decathlon,CALAIS,62100,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",50.939372420205466,1.839912815344249,"{'opening_hours': {'Mon': '09:30-19:30', 'Tue': '09:30-19:30', 'Wed': '09:30-19:30', 'Thu': '09:30-19:30', 'Fri': '09:30-19:30', 'Sat': '09:30-19:30', 'Sun': ''}}",Decathlon Calais,+33321000500,0070069200692,,https://www.decathlon.fr/store-locator
Zone du Tubé avenue clément Ader,Decathlon,Istres,13800,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",43.526724163073,4.9589848121644,"{'opening_hours': {'Mon': '09:30-19:30', 'Tue': '09:30-19:30', 'Wed': '09:30-19:30', 'Thu': '09:30-19:30', 'Fri': '09:30-19:30', 'Sat': '09:30-19:30', 'Sun': ''}}",Istres,+33442474140,0070069300693,,https://www.decathlon.fr/store-locator
ZAC les Sauges Rue André Roz,Decathlon,Doubs,25300,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",46.924682112256,6.3397762612381,"{'opening_hours': {'Mon': '09:30-19:00', 'Tue': '09:30-19:00', 'Wed': '09:30-19:00', 'Thu': '09:30-19:00', 'Fri': '09:30-19:00', 'Sat': '09:30-19:00', 'Sun': ''}}",Pontarlier - Doubs,+33381383030,0070069400694,,https://www.decathlon.fr/store-locator
"CAP RANCE, Route de Dinard",Decathlon,TADEN,22100,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",48.475374079441,-2.0411662468796,"{'opening_hours': {'Mon': '09:30-19:00', 'Tue': '09:30-19:00', 'Wed': '09:30-19:00', 'Thu': '09:30-19:00', 'Fri': '09:30-19:00', 'Sat': '09:30-19:00', 'Sun': ''}}",Dinan - Taden,+33296417569,0070072000720,,https://www.decathlon.fr/store-locator
778 Boulevard de la prairie,Decathlon,ST GEREON,44150,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",47.375406169684176,-1.1978351144332544,"{'opening_hours': {'Mon': '09:00-19:00', 'Tue': '09:00-19:00', 'Wed': '09:00-19:00', 'Thu': '09:00-19:00', 'Fri': '09:00-19:00', 'Sat': '09:00-19:00', 'Sun': ''}}",Decathlon Ancenis - Saint Géréon,+33240091829,0070072100721,,https://www.decathlon.fr/store-locator
19 avenue Michel Croz,Decathlon,CHAMONIX,74400,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",45.92366452838822,6.8701325881481035,"{'opening_hours': {'Mon': '09:30-19:30', 'Tue': '09:30-19:30', 'Wed': '09:30-19:30', 'Thu': '09:30-19:30', 'Fri': '09:30-19:30', 'Sat': '09:30-19:30', 'Sun': '10:00-19:00'}}",Decathlon City Chamonix ,+33450936342,0070072300723,,https://www.decathlon.fr/store-locator
"Zone GREEN 7, RN7, Avenue Plein Sud",Decathlon,Salaise Sur Sanne,38150,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",45.327709313817,4.8049222050324,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Salaise Sur Sanne,+33474319215,0070072400724,,https://www.decathlon.fr/store-locator
24 Route de Champbenoist,Decathlon,Provins,77160,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",48.554205919301,3.2988760527786,"{'opening_hours': {'Mon': '09:30-19:00', 'Tue': '09:30-19:00', 'Wed': '09:30-19:00', 'Thu': '09:30-19:00', 'Fri': '09:30-19:00', 'Sat': '09:30-19:00', 'Sun': ''}}",Provins,+33164609300,0070072700727,,https://www.decathlon.fr/store-locator
Zone commerciale Porte des Vosges,Decathlon,BESSONCOURT,90160,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",47.64399881847,6.9158133172607,"{'opening_hours': {'Mon': '09:30-19:00', 'Tue': '09:30-19:00', 'Wed': '09:30-19:00', 'Thu': '09:30-19:00', 'Fri': '09:30-19:00', 'Sat': '09:30-19:00', 'Sun': ''}}",Belfort - Bessoncourt,+33384285418,0070075300753,,https://www.decathlon.fr/store-locator
"Rue Aimé Césaire, zone de Colguen",Decathlon,Concarneau,29900,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",47.901903010947,-3.9074371268448,"{'opening_hours': {'Mon': '09:30-19:00', 'Tue': '09:30-19:00', 'Wed': '09:30-19:00', 'Thu': '09:30-19:00', 'Fri': '09:30-19:00', 'Sat': '09:30-19:00', 'Sun': ''}}",CONCARNEAU,+33222251250,0070076200762,,https://www.decathlon.fr/store-locator
1963 AVENUE FREDERIC MISTRAL,Decathlon,CHASSE SUR RHONE,38670,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",45.572238310287,4.8128487743439,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Chasse sur Rhône,+33481110040,0070076500765,,https://www.decathlon.fr/store-locator
15 Rue Marceau,Decathlon,GRENOBLE,38000,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",45.184061674149,5.72370361996,"{'opening_hours': {'Mon': '10:00-19:30', 'Tue': '10:00-19:30', 'Wed': '10:00-19:30', 'Thu': '10:00-19:30', 'Fri': '10:00-19:30', 'Sat': '10:00-19:30', 'Sun': ''}}",Grenoble Centre-Ville (centre commercial Caserne de Bonne),+33480041320,0070077300773,,https://www.decathlon.fr/store-locator
Zone commerciale Porte de Bourgogne - Plaine de Champbertrand,Decathlon,Sens,89100,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",48.171708131663,3.2879544196045,"{'opening_hours': {'Mon': '09:30-19:00', 'Tue': '09:30-19:00', 'Wed': '09:30-19:00', 'Thu': '09:30-19:00', 'Fri': '09:30-19:00', 'Sat': '09:30-19:00', 'Sun': ''}}",Sens,+33386831075,0070077400774,,https://www.decathlon.fr/store-locator
90A boulevard Jean XXIII,Decathlon,CHALLANS,85300,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",46.837191602081646,-1.8737444334822984,"{'opening_hours': {'Mon': '09:30-19:00', 'Tue': '09:30-19:00', 'Wed': '09:30-19:00', 'Thu': '09:30-19:00', 'Fri': '09:30-19:00', 'Sat': '09:30-19:00', 'Sun': ''}}",Challans,+33251496705,0070077800778,,https://www.decathlon.fr/store-locator
112 QUAI DE LA REUNION,Decathlon,LE HAVRE,76600,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",49.488812562967,0.13296680118866,"{'opening_hours': {'Mon': '10:00-20:00', 'Tue': '10:00-20:00', 'Wed': '10:00-20:00', 'Thu': '10:00-20:00', 'Fri': '10:00-20:00', 'Sat': '10:00-20:00', 'Sun': '10:00-19:00'}}",Le Havre Les Docks,+33277941240,0070077900779,,https://www.decathlon.fr/store-locator
40 Avenue des Citées Unies,Decathlon,PONTIVY,56300,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",48.0542578,-2.9528502,"{'opening_hours': {'Mon': '09:00-19:00', 'Tue': '09:00-19:00', 'Wed': '09:00-19:00', 'Thu': '09:00-19:00', 'Fri': '09:00-19:00', 'Sat': '09:00-19:00', 'Sun': ''}}",Pontivy,+33297270650,0070081200812,,https://www.decathlon.fr/store-locator
Zone commerciale Le Forum - Rue des frères Lumière,Decathlon,Coignières,78310,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",48.757978188321,1.9352526962952,"{'opening_hours': {'Mon': '10:00-19:30', 'Tue': '10:00-19:30', 'Wed': '10:00-19:30', 'Thu': '10:00-19:30', 'Fri': '10:00-19:30', 'Sat': '10:00-19:30', 'Sun': '10:00-19:00'}}",Coignières,+33179921370,0070081800818,,https://www.decathlon.fr/store-locator
"1840, Route de Frans",Decathlon,Villefranche sur Saône,69400,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",45.982338582861,4.7439057632294,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Villefranche sur Saône,+33469472820,0070083400834,,https://www.decathlon.fr/store-locator
"Les Terrasses du Port, 9 Quai du Lazaret, Lot 50117",Decathlon,Marseille Cedex 2,13002,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",43.306066807376,5.3651014748688,"{'opening_hours': {'Mon': '10:00-20:00', 'Tue': '10:00-20:00', 'Wed': '10:00-20:00', 'Thu': '10:00-20:00', 'Fri': '10:00-20:00', 'Sat': '10:00-20:00', 'Sun': '10:00-20:00'}}",Marseille Terrasses du port,+330413420880,0070084600846,,https://www.decathlon.fr/store-locator
100 bld Oscar Niemeyer,Decathlon,SAINT PIERRE DU MONT,40280,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",43.86728681303728,-0.4790716904602088,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Mont-de-Marsan,+33533440070,0070086700867,,https://www.decathlon.fr/store-locator
32 Boulevard du Vendée Globe,Decathlon,Olonne-Sur-Mer,85340,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",46.513652065137,-1.7880704012604,"{'opening_hours': {'Mon': '09:30-19:00', 'Tue': '09:30-19:00', 'Wed': '09:30-19:00', 'Thu': '09:30-19:00', 'Fri': '09:30-19:00', 'Sat': '09:30-19:00', 'Sun': ''}}",Les Sables d'Olonne - Olonne-sur-Mer,+330253320080,0070089900899,,https://www.decathlon.fr/store-locator
"Kipstadium, 70 rue de l'Union",Decathlon,Tourcoing,59200,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",50.7099,3.1737,"{'opening_hours': {'Mon': '09:00-12:00, 13:30-18:30', 'Tue': '09:00-12:00, 13:30-18:30', 'Wed': '09:00-12:00, 13:30-18:30', 'Thu': '09:00-12:00, 13:30-18:30', 'Fri': '09:00-12:00, 13:30-18:30', 'Sat': '', 'Sun': ''}}",Point de collecte - Kipstadium -  Espace Clubs et Assos,+330969321442,0070093300933,,https://www.decathlon.fr/store-locator
