addr_full,brand,city,country,extras,lat,lon,name,opening_hours,phone,postcode,ref,state,website
Supermarket | Αμύρου 8,Sklavenitis,Αγιά,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",39.7191,22.75468,Sklavenitis Αγιά,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",249 402 3799,400 03,1004,Λάρισας,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Θεομήτορος 53,Sklavenitis,Άλιμος,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.91921,23.72568,Sklavenitis Άλιμος,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","210 985 4525, ",174 55,752,Αττικής,https://www.sklavenitis.gr/about/katastimata
Hypermarket  |  Παλαιστίνης & Λαμίας 1,Sklavenitis,Άλιμος,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.90744,23.73534,Sklavenitis Άλιμος,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",210 987 2500,174 55,554,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Μεσσηνίας 31,Sklavenitis,Αλσούπολη,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",38.03641,23.77933,Sklavenitis Αλσούπολη,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",210 272 0310,142 35,918,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Α. Πετραλιά & Δημ. Οδού Αμαλιάδος–Κουρούτας,Sklavenitis,Αμαλιάδα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.7917,21.3371,Sklavenitis Αμαλιάδα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",262 202 1269,272 00,766,Ηλείας,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Σεβαστουπόλεως 135 & Ιατρίδου 2-4,Sklavenitis,Αμπελόκηποι,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.995,23.76889,Sklavenitis Αμπελόκηποι,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","210 692 8490, ",115 26,854,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Λεωφ. Αλεξάνδρας 106,Sklavenitis,Αμπελόκηποι,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.98898,23.74732,Sklavenitis Αμπελόκηποι,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","210 646 2252, ",114 72,588,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Λαρίσης 20 & Λουίζης Ριανκούρ,Sklavenitis,Αμπελόκηποι,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.99225,23.76396,Sklavenitis Αμπελόκηποι,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","210 693 0620, ",115 23,911,Αττικής,https://www.sklavenitis.gr/about/katastimata
Hypermarket  |  Αιτωλίας 29 & Λεωφ. Κηφισίας 7,Sklavenitis,Αμπελόκηποι,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.98754,23.76175,Sklavenitis Αμπελόκηποι,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",210 641 9700,115 23,562,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Πανόρμου 71-73,Sklavenitis,Αμπελόκηποι,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.99252,23.76117,Sklavenitis Αμπελόκηποι,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","210 692 7001, ",115 24,823,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket | Δ. Γκόλτσιου 11,Sklavenitis,Αμπελώνας,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",39.74674,22.36002,Sklavenitis Αμπελώνας,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",249 203 1804,404 00,1009,Λάρισας,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Κ. Καραμανλή & Κραβαρτόγιαννου,Sklavenitis,Άμφισσα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",38.52504,22.38426,Sklavenitis Άμφισσα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","226 507 2395, ",331 00,711,Φωκίδας,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Λεωφ. Καραμανλή,Sklavenitis,Ανάβυσσος,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.73329,23.94814,Sklavenitis Ανάβυσσος,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",229 104 1144,190 13,623,Αττικής,https://www.sklavenitis.gr/about/katastimata
Freshmarket  |  Προμάχου 8 & Κωνσταντινουπόλεως,Sklavenitis,Ανθούπολη,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",38.02751,23.68827,Sklavenitis Ανθούπολη,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","210 575 9064, ",121 35,852,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Λεωφ. Μαραθώνος 41 & Αμπελιών,Sklavenitis,Άνοιξη,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",38.12976,23.85771,Sklavenitis Άνοιξη,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","210 814 2713, ",145 89,833,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Λεωφ. Φυλής 250,Sklavenitis,Άνω Λιόσια,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",38.0842,23.69514,Sklavenitis Άνω Λιόσια,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",210 247 3210,133 43,797,Αττικής,https://www.sklavenitis.gr/about/katastimata
Hypermarket  |  1ο χλμ. Ε.Ο. Άργους–Κορίνθου,Sklavenitis,Άργος,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.6562,22.72699,Sklavenitis Άργος,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","275 102 2100, ",212 00,570,Αργολίδας,https://www.sklavenitis.gr/about/katastimata
Freshmarket  |  Καποδιστρίου & 28ης Οκτωβρίου,Sklavenitis,Άργος,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.63297,22.72908,Sklavenitis Άργος,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",275 102 5573,212 00,791,Αργολίδας,https://www.sklavenitis.gr/about/katastimata
Hypermarket  |  Λεωφ. Κύπρου 185,Sklavenitis,Αργυρούπολη,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.89763,23.75848,Sklavenitis Αργυρούπολη,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",210 962 4710,164 51,573,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket +  |  Λέοντος 4 & Ελευθερίας,Sklavenitis,Αργυρούπολη,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.91306,23.74389,Sklavenitis Αργυρούπολη,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","210 990 1330, ",164 52,861,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Οικοδ. Τετράγωνο 413 (θέση Τρίγωνο),Sklavenitis,Άρτα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",39.15194,20.97716,Sklavenitis Άρτα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",268 102 1281,471 00,729,Άρτας,https://www.sklavenitis.gr/about/katastimata
Self-service  |  Σκουφά 197,Sklavenitis,Άρτα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",39.15835,20.98199,Sklavenitis Άρτα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",268 102 4475,471 00,962,Άρτας,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Κρυστάλλη 49,Sklavenitis,Άρτα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",39.15669,20.99883,Sklavenitis Άρτα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","268 107 4393, ",471 00,714,Άρτας,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Ελ. Βενιζέλου 34,Sklavenitis,Άρτα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",39.16105,20.98115,Sklavenitis Άρτα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","268 102 1642, ",471 00,619,Άρτας,https://www.sklavenitis.gr/about/katastimata
"Supermarket | Λεωφ. Σπάτων, Επαρχιακή Οδός Παιανίας - Λούτσας",Sklavenitis,Αρτέμιδα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.96219,23.98249,Sklavenitis Αρτέμιδα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",229 408 6887,190 16,999,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  28ο χλμ. Λεωφ. Σπάτων–Αρτέμιδος,Sklavenitis,Αρτέμιδα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.96914,24.00268,Sklavenitis Αρτέμιδα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",229 408 0964,190 16,628,Αττικής,https://www.sklavenitis.gr/about/katastimata
"Supermarket | Παλαιά Εθνική Οδός Θεσσαλονίκης - Καβάλας, Ασπροβάλτα",Sklavenitis,Ασπροβάλτα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",40.7144,23.70296,Sklavenitis Ασπροβάλτα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","239 702 4978, ",570 21,1014,Θεσσαλονίκης,https://www.sklavenitis.gr/about/katastimata
"Supermarket  |  Γ. Παπανδρέου, Νέα Περιφερειακή Οδός Ασπροπύργου",Sklavenitis,Ασπρόπυργος,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",38.05504,23.58941,Sklavenitis Ασπρόπυργος,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","210 557 9200, ",193 00,882,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket +  |  Φυλής & Θρασυβούλου (εμπορικό κέντρο WEST PLAZA),Sklavenitis,Ασπρόπυργος,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",38.06571,23.5983,Sklavenitis Ασπρόπυργος,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","210 558 0933, ",193 00,794,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Παλαιά Ε.Ο. Κορίνθου–Πατρών,Sklavenitis,Άσσος - Λέχαιο,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.94173,22.82628,Sklavenitis Άσσος - Λέχαιο,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","27410 82028, ",200 11,707,Κορίνθου,https://www.sklavenitis.gr/about/katastimata
Freshmarket  |  Ε.Ο. Άστρους–Λεωνιδίου (θέση Καλυβάκι),Sklavenitis,Άστρος Κυνουρίας,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.40732,22.72886,Sklavenitis Άστρος Κυνουρίας,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",275 502 4165,220 01,592,Αρκαδίας,https://www.sklavenitis.gr/about/katastimata
Freshmarket  |  Ελ. Βενιζέλου 10,Sklavenitis,Αταλάντη,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",38.65481,22.99983,Sklavenitis Αταλάντη,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",223 308 9170,352 00,688,Φθιώτιδας,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Τριπτολέμου 1 & Λεωφ. Αναγυρούντος 32,Sklavenitis,Βάρη,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.83336,23.80311,Sklavenitis Βάρη,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",210 897 1101,166 72,713,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Λεωφ. Ευελπίδων 139 & Α. Παπανδρέου 1,Sklavenitis,Βάρη,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.83486,23.79479,Sklavenitis Βάρη,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","210 968 9722, ",166 72,856,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Ποσειδώνος 10 & Ξενίου Διός 1,Sklavenitis,Βάρκιζα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.81914,23.80295,Sklavenitis Βάρκιζα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",210 965 3160,166 72,913,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Πιερίων 184 & Χρ. Σμύρνης,Sklavenitis,Βέροια,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",40.51087,22.21489,Sklavenitis Βέροια,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","233 107 3298, ",591 00,763,Ημαθίας,https://www.sklavenitis.gr/about/katastimata
Supermarket +  |  Λεωφ. Στρατού & Νέα Περιφερειακή Οδός,Sklavenitis,Βέροια,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",40.52809,22.20886,Sklavenitis Βέροια,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","233 107 1702, ",591 00,610,Ημαθίας,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Φυτόκου 35,Sklavenitis,Βόλος,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",39.38342,22.93975,Sklavenitis Βόλος,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",242 108 0930,384 46,928,Μαγνησίας,https://www.sklavenitis.gr/about/katastimata
Supermarket+  |  Λαρίσης 206,Sklavenitis,Βόλος,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",39.36838,22.92067,Sklavenitis Βόλος,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","242 109 0189, ",383 34,578,Μαγνησίας,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Οδ. Ελύτη 48 & Ε. Σκούρα (συνοικία Κάραγατς),Sklavenitis,Βόλος,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",39.36873,22.96676,Sklavenitis Βόλος,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",242 104 8222,382 21,945,Μαγνησίας,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Γ. Δήμου & Ιωλκού,Sklavenitis,Βόλος,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",39.37013,22.95445,Sklavenitis Βόλος,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","242 107 8444, ",382 21,726,Μαγνησίας,https://www.sklavenitis.gr/about/katastimata
Supermarket+  |  2ας Νοεμβρίου & Βασσάνη,Sklavenitis,Βόλος,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",39.36435,22.93944,Sklavenitis Βόλος,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",242 103 6391,383 33,663,Μαγνησίας,https://www.sklavenitis.gr/about/katastimata
