addr_full,brand,country,extras,lat,lon,name,opening_hours,phone,ref,website
"경상남도진주시진양호로241,1층일부(평거동)",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",35.1756058,128.0618433,Shinesegaefood 진주평거점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",055-795-2221,1249,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"전북익산시무왕로1031,1층(영등동)우)54545",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",35.9587226,126.9714422,Shinesegaefood 익산영등점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",063-832-1020,1250,https://www.shinsegaefood.com/nobrandburger/store/store.sf
충남예산군응봉면예당로1187우)32447,Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",36.6277191,126.7826747,Shinesegaefood 예산예당호휴게소점,"{'opening_hours': {'Mon': '08:00-20:00', 'Tue': '08:00-20:00', 'Wed': '08:00-20:00', 'Thu': '08:00-20:00', 'Fri': '08:00-20:00', 'Sat': '08:00-20:00', 'Sun': '08:00-20:00'}}",041-332-2015,1251,https://www.shinsegaefood.com/nobrandburger/store/store.sf
경기도평택시현덕면평택호3길63,Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",36.9245551,126.9178160,Shinesegaefood 평택호휴게소점,"{'opening_hours': {'Mon': '08:00-20:00', 'Tue': '08:00-20:00', 'Wed': '08:00-20:00', 'Thu': '08:00-20:00', 'Fri': '08:00-20:00', 'Sat': '08:00-20:00', 'Sun': '08:00-20:00'}}",031-681-2012,1252,https://www.shinsegaefood.com/nobrandburger/store/store.sf
경북 문경시 당교로 230-1,Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",36.5855188,128.1882953,Shinesegaefood 문경시청점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",054-555-4525,1253,https://www.shinsegaefood.com/nobrandburger/store/store.sf
대전광역시 동구 동구청로89-2,Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",36.3062707,127.4569709,Shinesegaefood 대전가오점,"{'opening_hours': {'Mon': '10:00-20:00', 'Tue': '10:00-20:00', 'Wed': '10:00-20:00', 'Thu': '10:00-20:00', 'Fri': '10:00-20:00', 'Sat': '10:00-20:00', 'Sun': '10:00-20:00'}}",042-282-2858,1254,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"경기도 광주시 광주대로 30(경안동), 1층 117-118호",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",37.4096153,127.2612629,Shinesegaefood 경기광주터미널점,"{'opening_hours': {'Mon': '09:30-21:30', 'Tue': '09:30-21:30', 'Wed': '09:30-21:30', 'Thu': '09:30-21:30', 'Fri': '09:30-21:30', 'Sat': '09:30-21:30', 'Sun': '09:30-21:30'}}",031-766-7110,1255,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"서울특별시 구로구 디지털로26길 5 , 지하1층 B103-2,B103-3호",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",37.4816106,126.8934794,Shinesegaefood 구로하이엔드점,"{'opening_hours': {'Mon': '10:00-20:30', 'Tue': '10:00-20:30', 'Wed': '10:00-20:30', 'Thu': '10:00-20:30', 'Fri': '10:00-20:30', 'Sat': '10:00-20:30', 'Sun': '10:00-20:30'}}",02-6956-4804,1256,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"경기도 수원시 장안구 대평로 74, 1층 (정자동, 금강프라자)",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",37.2950105,126.9938507,Shinesegaefood 수원정자점,"{'opening_hours': {'Mon': '10:00-22:30', 'Tue': '10:00-22:30', 'Wed': '10:00-22:30', 'Thu': '10:00-22:30', 'Fri': '10:00-22:30', 'Sat': '10:00-22:30', 'Sun': '10:00-22:30'}}",070-4651-0085,1257,https://www.shinsegaefood.com/nobrandburger/store/store.sf
강원특별자치도 강릉시 주문진읍 신리천로 27,Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",37.8847019,128.8277517,Shinesegaefood 강릉주문진점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",033-662-8352,1258,https://www.shinsegaefood.com/nobrandburger/store/store.sf
전북특별자치도 전주시 덕진구 명륜4길 17(덕진동 1가),Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",35.8434587,127.1265534,Shinesegaefood 전북대점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",063-717-9696,1259,https://www.shinsegaefood.com/nobrandburger/store/store.sf
경기 부천시 오정구 소사로 775 1층,Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",37.5254378,126.8045589,Shinesegaefood 부천원종점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",032-675-1330,1260,https://www.shinsegaefood.com/nobrandburger/store/store.sf
인천광역시 미추홀구 소성로6 홈플러스 1층,Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",37.4471449,126.6508869,Shinesegaefood 홈플러스인하점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",032-874-1554,1261,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"서울 성동구 성수일로 56, 백영BY센터 1층",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",37.5453378,127.0504264,Shinesegaefood 성수점,"{'opening_hours': {'Mon': '11:00-18:00', 'Tue': '11:00-18:00', 'Wed': '11:00-18:00', 'Thu': '11:00-18:00', 'Fri': '11:00-18:00', 'Sat': '11:00-18:00', 'Sun': '11:00-18:00'}}",02-461-6373,1262,https://www.shinsegaefood.com/nobrandburger/store/store.sf
부산 해운대구 선수촌로 107,Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",35.2034628,129.1194168,Shinesegaefood 부산반여점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",070-7708-9722,1263,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"경기 의정부시 용민로 21, 1층",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",37.7351202,127.0812027,Shinesegaefood 의정부용현점 ,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",0507-1363-0960,1264,https://www.shinsegaefood.com/nobrandburger/store/store.sf
강원특별자치도 강릉시 주문진읍 신리천로 27,Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",37.8847019,128.8277517,Shinesegaefood 강릉주문진점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",033-662-8352,1265,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"경기도 성남시 분당구 돌마로52, 1층 (구미동, MD프라자)",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",37.3496883,127.1077571,Shinesegaefood 분당미금점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",031-778-8935,1266,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"전남 나주시 상야1길 21, A동 113-1호",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",35.0225784,126.7878845,Shinesegaefood 나주혁신점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",061-820-8266,1267,https://www.shinsegaefood.com/nobrandburger/store/store.sf
경기도 안산시 단원구 광덕대로 138 1층 104호(골든에이스프라자),Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",37.3086953,126.8305977,Shinesegaefood 안산고잔점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",031-362-5512,1268,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"서울시 광진구 능동로13길 54, 1층",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",37.5442565,127.0697950,Shinesegaefood 건대점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",070-4012-6447,1269,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"경상남도 김해시 무계로 56, 1층 (무계동)",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",35.2003925,128.8192826,Shinesegaefood 장유여객터미널점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",055-724-3004,1270,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"대전광역시 유성구 도안대로 511-7번지 109,110호",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",36.3456658,127.3396860,Shinesegaefood 대전유성상대점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",042-710-9710,1271,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"경기 수원시 장안구 수성로 175 스타필드 수원, 지상 1층",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",37.2873924,126.9915605,Shinesegaefood 스타필드수원점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",-,1272,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"경기 고양시 덕양구 고양대로 1955, 스타필드 고양점 지하 1층, B273호",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",37.6469771,126.8947780,Shinesegaefood 스타필드고양점(오픈예정),"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",-,1273,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"경기도 김포시 김포한강1로 78번길 6-6, 1층",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",37.6444423,126.6697301,Shinesegaefood 김포장기역점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",031-981-9548,1274,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"경기도 시흥시 은계번영길40, 1층 (은행동, 샤르망프라자)",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",37.4365699,126.8025536,Shinesegaefood 시흥은계점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",031-362-4888,1275,https://www.shinsegaefood.com/nobrandburger/store/store.sf
서울시 서대문구 남가좌동396 리첸시아몰 134호,Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",37.5707722,126.9158722,Shinesegaefood 남가좌점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",02-2039-9855,1278,https://www.shinsegaefood.com/nobrandburger/store/store.sf
,Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",37.4855651,127.0193488,Shinesegaefood 서초자이점(예정),{'opening_hours': {}},,1280,https://www.shinsegaefood.com/nobrandburger/store/store.sf
